date,open,high,low,close,volume
23/1/2017,83.30,84.00,83.20,83.71,12179161
24/1/2017,83.92,85.00,83.56,84.72,15175319
25/1/2017,85.84,86.17,85.17,86.03,17550952
26/1/2017,85.95,86.95,85.95,86.75,15962835
27/1/2017,86.66,86.98,86.27,86.93,12535420
30/1/2017,86.19,86.50,85.32,86.03,13661859
31/1/2017,85.60,86.15,84.09,84.63,15655126
1/2/2017,85.54,86.10,84.68,84.95,15430940
2/2/2017,84.34,84.91,84.16,84.59,11081359
3/2/2017,86.19,87.31,85.86,87.18,17885244
6/2/2017,86.79,87.45,86.61,86.77,11828416
7/2/2017,87.14,87.40,86.48,86.72,9392832
8/2/2017,86.18,86.31,85.37,85.96,13970870
9/2/2017,86.42,87.33,86.13,87.20,13749123
10/2/2017,87.48,87.48,86.89,87.00,10992466
13/2/2017,87.44,88.74,87.43,88.15,18739103
14/2/2017,88.30,89.70,88.11,89.56,17932086
15/2/2017,90.08,90.87,89.35,90.59,17381807
16/2/2017,90.40,91.04,89.77,90.53,17672724
17/2/2017,89.82,90.46,89.69,90.23,15776589
21/2/2017,90.51,91.15,90.46,91.01,14068315
22/2/2017,90.52,91.30,90.42,91.06,11838980
23/2/2017,91.18,91.34,90.52,91.13,11066952
24/2/2017,90.18,90.54,89.73,90.33,15062298
27/2/2017,90.32,90.72,90.02,90.43,12360988
28/2/2017,89.84,90.82,89.58,90.62,15183542
1/3/2017,92.79,93.98,92.61,93.60,24451380
2/3/2017,93.87,93.92,92.03,92.14,16862487
3/3/2017,92.23,93.11,92.19,92.80,12861607
6/3/2017,92.25,92.32,91.10,91.92,15059178
7/3/2017,91.64,92.09,91.21,91.41,11156845
8/3/2017,92.68,92.85,91.10,91.21,17378401
9/3/2017,91.60,92.14,91.15,91.57,13726237
10/3/2017,91.95,92.00,90.53,91.28,13729948
13/3/2017,91.31,91.78,90.93,91.36,10004297
14/3/2017,91.02,91.65,90.76,91.51,10237702
15/3/2017,91.80,92.55,91.13,91.73,16601394
16/3/2017,92.03,92.81,91.57,91.64,14492039
17/3/2017,91.83,92.04,90.65,90.68,21734743
20/3/2017,90.27,91.17,89.79,90.03,14623597
21/3/2017,90.36,90.64,87.06,87.39,33089241
22/3/2017,86.89,88.07,86.01,87.53,21741025
23/3/2017,87.21,88.50,87.09,87.39,16090092
24/3/2017,87.79,88.09,86.77,87.29,16093237
27/3/2017,85.53,87.40,85.23,87.24,16689294
28/3/2017,87.02,89.02,86.98,88.60,16264403
29/3/2017,88.60,88.82,88.08,88.27,10207578
30/3/2017,88.20,89.46,88.12,89.03,11630996
31/3/2017,88.71,88.74,87.75,87.84,16987605
3/4/2017,87.99,88.17,86.60,87.52,19831778
4/4/2017,86.89,87.67,86.72,87.31,14280832
5/4/2017,88.42,88.54,86.13,86.19,17635486
7/4/2017,85.93,86.81,85.71,86.18,13097108
10/4/2017,86.08,86.69,85.40,85.88,15081616
11/4/2017,85.54,85.79,84.80,85.73,14690492
12/4/2017,85.93,85.95,85.03,85.40,14730636
13/4/2017,85.50,86.99,84.40,84.40,30529763
17/4/2017,84.44,86.08,84.37,85.86,19071650
18/4/2017,85.36,85.63,84.74,85.16,14127049
19/4/2017,85.50,85.92,84.36,84.46,17588506
20/4/2017,84.98,85.78,84.55,85.55,15635808
21/4/2017,85.50,85.68,84.51,84.52,19820592
24/4/2017,86.55,88.05,86.42,87.50,25468285
25/4/2017,88.55,89.13,88.26,88.26,18253752
26/4/2017,88.35,89.05,88.14,88.43,12832154
27/4/2017,88.37,88.37,87.01,87.61,13329025
28/4/2017,87.60,87.85,86.95,87.00,10755629
1/5/2017,87.36,87.74,86.56,87.06,15712266
2/5/2017,86.71,86.88,86.02,86.50,14414164
3/5/2017,86.06,87.10,86.02,87.00,11540536
4/5/2017,87.69,87.73,86.57,87.10,11540103
5/5/2017,87.25,87.34,86.42,87.00,9436036
8/5/2017,87.04,87.32,86.65,87.10,8162209
9/5/2017,87.26,87.84,86.50,86.75,10273937
10/5/2017,86.53,87.48,86.47,87.43,8334867
11/5/2017,87.09,87.48,86.35,87.16,10907382
12/5/2017,86.68,87.05,86.34,86.92,8738802
15/5/2017,87.10,87.49,86.86,87.34,8835631
16/5/2017,87.36,88.09,87.34,87.61,9794968
17/5/2017,86.11,86.39,83.97,84.27,24679728
18/5/2017,84.07,84.80,83.36,83.96,23350068
19/5/2017,84.21,85.34,84.15,84.78,13412878
22/5/2017,85.18,85.29,84.21,84.70,11635998
23/5/2017,84.75,86.07,84.51,85.76,11753016
24/5/2017,85.88,85.97,85.24,85.71,9923251
2/6/2017,82.29,82.99,81.98,82.64,14998489
5/6/2017,82.64,83.51,82.58,82.79,9080165
6/6/2017,82.29,83.22,82.13,82.96,12196816
7/6/2017,83.31,84.11,83.10,83.91,13711071
8/6/2017,83.91,85.73,83.89,84.95,17950964
9/6/2017,85.51,87.05,85.39,86.96,18767497
